locus_tag	ftype	length_bp	gene	EC_number	COG	product
KENBAJHJ_03107	CDS	354				putative glycerate kinase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03108	CDS	471				thioredoxin dependent thiol peroxidase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03109	CDS	573				transcriptional repressor of gcv operon [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03110	CDS	879				dihydrodipicolinate synthase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03111	CDS	1035				lipoprotein-34 [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03112	CDS	714				phosphoribosylaminoimidazole-succinocarboxamide synthetase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03113	CDS	864				putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03114	CDS	2019				putative acetyltransferase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03115	CDS	201				putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03116	CDS	1128				N-succinyl-diaminopimelate deacylase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03117	CDS	357				putative glutaredoxin family protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03118	CDS	3114				RND family aminoglycoside/multidrug efflux pump [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_03119	CDS	1701				sensory histidine kinase in two-component regulatory system with NarP (NarL) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03120	CDS	1962				putative oxidoreductase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03121	CDS	1299				putative beta-lactamase class C [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03122	CDS	576				putative pyrophosphohydrolase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03123	CDS	1044				putative periplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03124	CDS	231				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03125	CDS	2001				transketolase 2 isozyme [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03126	CDS	951				transaldolase A [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03127	CDS	2280				putative transferase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03128	CDS	606				3-isopropylmalate isomerase (dehydratase), subunit with LeuC [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03129	CDS	1401				3-isopropylmalate isomerase (dehydratase), subunit with LeuD [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03130	CDS	1092				3-isopropylmalate dehydrogenase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03131	CDS	1572				2-isopropylmalate synthase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03132	CDS	945				putative LysR family transcriptional regulator [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_03133	CDS	1725				valine sensitive acetolactate synthase III, large subunit [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03134	CDS	495				acetolactate synthase III, small subunit [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03135	CDS	1005				transcriptional repressor of fru operon and others [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_03136	CDS	459				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03137	CDS	942				putative S-adenosyl methionine adenyltransferase [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_03138	CDS	366				cell division protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03139	CDS	1767				division specific transpeptidase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03140	CDS	1488				UDP-N-acetylmuramoylalanyl-D-glutamate 2,6-diaminopimelate ligase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03141	CDS	1359				D-alanine:D-alanine-adding enzyme [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03142	CDS	1083				phospho-N-acetylmuramoyl-pentapeptide transferase [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_03143	CDS	1317				UDP-N-acetylmuramoylalanine-D-glutamate ligase [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_03144	CDS	1245				essential cell division gene [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03145	CDS	1068				UDP-N-acetylglucosamine:N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase[Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03146	CDS	1476				L-alanine adding enzyme [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03147	CDS	921				D-alanine-D-alanine ligase B [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03148	CDS	831				cell division protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03149	CDS	1263				ATP-binding cell division protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03150	CDS	1152				tubulin-like GTP-binding protein and GTPase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03151	CDS	918				UDP-3-O-acyl N-acetylglucosamine deacetylase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03152	CDS	525				putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03153	CDS	2706				preprotein translocase; secretion protein of IISP family [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03154	CDS	396				7,8-dihydro-8-oxoguanine-triphosphatase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03155	CDS	192				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03156	CDS	744				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03157	CDS	621				putative nucleotide kinase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03158	CDS	1044				GMP reductase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03159	CDS	1203				putative component in type IV pilin biogenesis [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_03160	CDS	1386				putative integral membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03161	CDS	438				prelipin peptidase dependent protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03162	CDS	894				quinolinate phosphoribosyltransferase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03163	CDS	564				N-acetyl-anhydromuramyl-L-alanine amidase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03164	CDS	855				putative transmembrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03165	CDS	951				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03166	CDS	1407				putative permease of the Na+:galactoside symporter family [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03167	CDS	1371				APC family aromatic amino acid transporter [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03168	CDS	765				transcriptional repressor for pyruvate dehydrogenase complex (GntR family) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03169	CDS	2664				pyruvate dehydrogenase, decarboxylase component [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_03170	CDS	1890				pyruvate dehydrogenase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03171	CDS	1425				lipoamide dehydrogenase (NADH) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03172	CDS	285				putative outer membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03173	CDS	792				putative periplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03174	CDS	774				putative outer membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03175	CDS	858				putative outer membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03176	CDS	2598				aconitate hydratase 2 [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03177	CDS	843				putative restriction endonuclease [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03178	CDS	363				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03179	CDS	954				2-keto-3-deoxygluconate permease [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03180	CDS	1272				putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03181	CDS	984				pyridoxine phosphate biosynthetic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03182	CDS	768				putative LysR family transcriptional regulator [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_03183	CDS	795				S-adenosylmethionine decarboxylase, proenzyme [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03184	CDS	861				putrescine aminopropyltransferase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03185	CDS	387				putative periplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03186	CDS	1611				putative multicopper oxidase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03187	CDS	2391				glucose dehydrogenase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03188	CDS	537				hypoxanthine phosphoribosyltransferase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03189	CDS	663				putative carbonic anhydrase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03190	CDS	927				putative ABC-type multidrug transport system, ATPase component [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03191	CDS	771				putative transport protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03192	CDS	1080				putative fimbriae [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03193	CDS	2559				putative fimbrial usher [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03194	CDS	684				putative fimbrial chaparone [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03195	CDS	540				putative fimbrial subunit [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03196	CDS	441				putative PTS enzyme [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03197	CDS	1230				putative xylanase/chitin deacetylase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03198	CDS	381				aspartate 1-decarboxylase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03199	CDS	855				pantothenate synthetase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03200	CDS	792				3-methyl-2-oxobutanoate hydroxymethyltransferase [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_03201	CDS	480				7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase, PPPK [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03202	CDS	1419				poly(A) polymerase I [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03203	CDS	942				putative glutamyl t-RNA synthetase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03204	CDS	456				dnaK suppressor protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03205	CDS	705				regulator for maltose metabolism [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03206	CDS	531				2'-5' RNA ligase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03207	CDS	2475				ATP-dependent helicase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03208	CDS	2523				peptidoglycan synthetase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03209	CDS	2190				outer membrane protein receptor / transporter for ferrichrome, colicin M, and phages T1, T5, and phi80 [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03210	CDS	798				hydroxymate-dependent iron transport [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03211	CDS	891				hydroxamate-dependent iron uptake [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03212	CDS	2058				hydroxamate-dependent iron uptake [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03213	CDS	207				hypothetical protein
KENBAJHJ_03214	CDS	114				hypothetical protein
KENBAJHJ_03215	CDS	561				putative fimbrial subunit [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03216	CDS	2658				putative fimbrial outer membrane usher [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03217	CDS	753				putative periplasmic fimbrial chaperone [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03218	CDS	513				putative minor fimbrial subunit [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03219	CDS	477				putative minor fimbrial subunit [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03220	CDS	531				putative minor fimbrial subunit [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03221	CDS	840				putative outer membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03222	CDS	1281				aminomutase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03223	CDS	1422				putative ClC family chlorine transport protein [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_03224	CDS	345				putative HesB-like domain protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03225	CDS	624				putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03226	CDS	801				putative cobalamin periplasmic binding protein [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_03227	CDS	699				5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03228	CDS	1518				deoxyguanosine triphosphate triphosphohydrolase [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_03229	CDS	1428				periplasmic serine protease Do, heat shock protein [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_03230	CDS	1158				putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03231	CDS	387				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03232	CDS	1302				putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03233	CDS	825				2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03234	CDS	2673				uridylyltransferase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03235	CDS	795				methionine aminopeptidase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03236	CDS	726				30S ribosomal subunit protein S2 [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03237	CDS	924				protein chain elongation factor EF-Ts [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03238	CDS	726				uridylate kinase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03239	CDS	558				ribosome releasing factor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03240	CDS	1197				1-deoxy-D-xylulose 5-phosphate reductoisomerase [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_03241	CDS	690				undecaprenyl pyrophosphate synthetase (di-trans, poly-cis-decaprenylcistransferase) [Salmonella enterica subsp.enterica serovar Typhimurium str. LT2]
KENBAJHJ_03242	CDS	858				CDP-diglyceride synthase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03243	CDS	1353				putative membrane-associated Zn-dependent protease [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_03244	CDS	2415				putative outer membrane antigen [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_03245	CDS	486				histone-like protein, located in outer membrane [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
